Work Item ID,Issue Type,Summary,Description,Parent,Labels,Priority
CS-079,Story,TAV-CUS-REV-006 Customer upvotes/likes helpful reviews,"Implements Action Story TAV-CUS-REV-006.

Trigger
Customer finds helpful review while reading

Immediate UI Reaction
Helpful button visible on all reviews

System Action
Shows: Helpful button with count (Helpful (23))
Customer taps Helpful button
System validates:
• Customer hasn't already marked this review helpful
• Customer is authenticated user
Already marked: Undo helpful (decrement count)
Not marked: Mark as helpful (increment count)
Updates count immediately: Helpful (24)
Visual feedback: Button highlighted/filled
System saves helpful marking
Reviews re-sorted if sorting by Most Helpful
Helpful count influences review prominence
Top helpful reviews shown first when sorted by helpful
Customer can undo by tapping again (toggle)

Effects on Other Actors
System:
• Tracks helpful votes
• Influences review ranking

Failure States
• Guest user → Prompt sign in → Helpful count visible but not interactive
• Update fails → Retry → Show cached count",CE-008,"action:TAV-CUS-REV-006,customer,reviews",Low
CS-080,Story,TAV-CUS-LOY-001 Customer views loyalty points balance,"Implements Action Story TAV-CUS-LOY-001.

Trigger
Customer taps profile icon OR loyalty section

Immediate UI Reaction
Loyalty dashboard loads <2s

System Action
Loads loyalty data from database
Displays:
• Current points balance: 5000 points
• Points value in currency: €50.00 value
• Loyalty tier: Gold Member
• Tier benefits: 10% bonus points on all orders, Free delivery, Priority support
• Progress to next tier: 2000 points to Platinum (progress bar)
• Recent points activity:
  - +100 points - Order #12345 Jan 5
  - +50 points - Review written Jan 3
  - -4550 points - Redeemed for Order #12340 Jan 1
Customer can tap transaction to view details
Points expiration info if applicable: 500 points expiring on March 31

Failure States
• Dashboard fails to load → Show cached data → Retry
• Points calculation error → Manual verification → Contact support",CE-009,"action:TAV-CUS-LOY-001,customer,loyalty",Medium
CS-081,Story,TAV-CUS-LOY-002 Customer views order history,"Implements Action Story TAV-CUS-LOY-002.

Trigger
Customer navigates to Order History from Profile OR Account Menu

Immediate UI Reaction
Order history page loads <2s

System Action
Loads order history from database
Lists past orders sorted by date (most recent first)
Each order card shows:
• Order number
• Restaurant name & logo
• Order date & time
• Status: Completed/Cancelled
• Total amount
• Number of items
• Quick reorder button
Infinite scroll/pagination for long history
Tap order card → Order detail page:
• All items with photos & prices
• Subtotal/tax/total
• Payment method
• Delivery/table number
• Invoice download link
• Write review button if not reviewed
Reorder button → Adds all items to basket with one tap
Filter/Search order history:
• By date range
• By restaurant
• By status
Lifetime order stats:
• Total orders
• Total spent
• Favorite restaurant
• Most ordered dish

Failure States
• History fails to load → Show cached history → Retry
• Empty history → Show empty state → Explore restaurants",CE-009,"action:TAV-CUS-LOY-002,customer,loyalty",Medium
CS-082,Story,TAV-CUS-LOY-003 Customer adds dish to favorites,"Implements Action Story TAV-CUS-LOY-003.

Trigger
Customer views dish detail modal

Immediate UI Reaction
Heart icon visible next to dish name (unfilled)

System Action
Customer taps heart icon
Heart animates filling with color
Adds dish to customer favorites list
Brief confirmation: Added to favorites
Heart icon remains filled (favorited status persists)
Favorites accessible from Profile OR Account Menu
Dish saved to Favorites list for quick reordering

Effects on Other Actors
System:
• Stores favorite in customer profile
• Syncs across devices

Failure States
• Guest user → Prompt sign in → Save after login
• Favorite fails to save → Retry → Manual note",CE-009,"action:TAV-CUS-LOY-003,customer,loyalty",Low
CS-083,Story,TAV-CUS-LOY-004 Customer views and reorders from favorites,"Implements Action Story TAV-CUS-LOY-004.

Trigger
Customer navigates to Favorites from Profile OR Account Menu

Immediate UI Reaction
Favorites list loads <2s

System Action
Displays grid/list of favorited dishes
Each favorite shows:
• Dish photo
• Dish name
• Restaurant name
• Price
• Quick add to basket button
• Remove from favorites button (heart icon filled)
Customer taps quick add button
Adds dish to basket with default configuration
Success confirmation: Added to basket
Customer can tap dish card to view full detail and customize before adding
Remove from favorites: Tap filled heart icon
Empty state if no favorites: No favorites yet. Start exploring and save your favorite dishes!

Effects on Other Actors
System:
• Tracks favorite usage
• Recommends based on favorites

Failure States
• Favorites fail to load → Show cached list → Retry
• Dish unavailable → Show message → Remove or keep in favorites",CE-009,"action:TAV-CUS-LOY-004,customer,loyalty",Low
CS-084,Story,TAV-CUS-LOY-005 Customer earns loyalty points from order,"Implements Action Story TAV-CUS-LOY-005.

Trigger
Customer completes paid order

Immediate UI Reaction
Points earned notification shown

System Action
Calculates points earned: €1 = 10 points base rate
Applies tier bonus multiplier: Gold: 10% bonus
Calculates total points:
• Order €45.50
• 455 base points
• +46 bonus
• = 501 points total
Adds points to customer account
Updates points balance
Logs loyalty transaction: Points earned for order #12345
Shows notification: You earned 501 points! New balance: 5501 points
Sends points summary via email
Customer views updated balance in loyalty dashboard

Effects on Other Actors
System:
• Credits loyalty points
• Logs transaction

Failure States
• Points calculation error → Manual calculation → Contact support
• Points not credited → Retry → Manual credit",CE-009,"action:TAV-CUS-LOY-005,customer,loyalty",Medium
CS-085,Story,TAV-CUS-LOY-006 Customer earns bonus points from review,"Implements Action Story TAV-CUS-LOY-006.

Trigger
Customer submits review

Immediate UI Reaction
Bonus points notification shown

System Action
Validates review completion: Rating + text + photos
Awards review bonus points:
• 50 points for text review
• +25 points if photos included
Adds points to customer account
Updates points balance
Logs loyalty transaction: Bonus points for review on Margherita Pizza
Shows bonus notification: Thank you for your review! You earned 75 bonus points.
Customer sees updated balance
Bonus points visible in recent activity

Effects on Other Actors
System:
• Credits bonus points
• Logs transaction

Failure States
• Points not credited → Retry → Manual credit
• Review validation fails → Fix review → Resubmit",CE-009,"action:TAV-CUS-LOY-006,customer,loyalty",Low
CS-086,Story,TAV-CUS-LOY-007 Customer advances to next loyalty tier,"Implements Action Story TAV-CUS-LOY-007.

Trigger
Customer earns points from order

Immediate UI Reaction
Tier upgrade notification shown

System Action
Recalculates total points balance
Checks tier thresholds:
• Silver: 1000
• Gold: 5000
• Platinum: 10000
Customer crosses threshold (e.g., 5000 points reached)
Upgrades tier: Silver → Gold
Updates customer profile with new tier
Unlocks new tier benefits:
• 10% bonus points on all orders
• Priority support
Sends tier upgrade notification: Congratulations! You're now a Gold Member!
Shows tier upgrade modal with benefits
Awards tier upgrade bonus: 500 bonus points
Sends congratulations email with benefits summary
Customer sees new tier in profile with benefits

Effects on Other Actors
System:
• Updates customer tier
• Applies new benefits

Failure States
• Tier calculation error → Manual verification → Correct tier assigned",CE-009,"action:TAV-CUS-LOY-007,customer,loyalty",Medium
CS-087,Story,TAV-CUS-LOY-008 Customer views personalized dish recommendations,"Implements Action Story TAV-CUS-LOY-008.

Trigger
Customer opens menu

Immediate UI Reaction
Recommendation section appears <1s

System Action
Loads customer order history
Analyzes past orders: Dishes ordered, frequency, ratings, preferences
Applies collaborative filtering: Customers who ordered X also liked Y
Generates personalized recommendations: Top 5 dishes you might like
Displays recommendation section on menu
Shows recommended dishes with reasoning:
• Based on your love for Italian cuisine
• Frequently ordered by customers like you
Customer taps recommended dish
Opens dish detail
Customer can add to basket
Tracks recommendation performance: Views, clicks, order conversions
Updates recommendation model based on feedback

Effects on Other Actors
System:
• Improves recommendations via ML
• Tracks performance

Failure States
• Recommendations fail to load → Show popular items → Hide section
• New customer → Show trending/popular dishes",CE-009,"action:TAV-CUS-LOY-008,customer,loyalty",Low
CS-088,Story,TAV-CUS-LOY-009 Customer refers friend to TAVLO,"Implements Action Story TAV-CUS-LOY-009.

Trigger
Customer navigates to Referral Program from Profile OR Loyalty section

Immediate UI Reaction
Referral program overview displayed

System Action
Shows referral program overview: Invite friends, earn rewards! Give €5 credit, Get €5 credit
Displays unique referral code: ANNA5OFF
Displays referral link: tavlo.com/ref/ANNA5OFF
Share button with options: WhatsApp, Email, SMS, Social media, Copy link
Friend receives referral
Friend signs up using referral code/link
System validates referral:
• New customer (not existing)
• Code valid
Friend receives welcome bonus: €5 credit on first order over €20
Friend completes first order
System awards referral bonus to referring customer: €5 credit OR 500 loyalty points
Sends referral success notification: Your friend Anna ordered! You earned €5 credit.
Customer views referral history:
• Friends referred: 3
• Total earned: €15 credit
• Pending referrals: 1
Referral credits automatically applied to next order

Effects on Other Actors
System:
• Tracks referrals
• Awards bonuses
• Prevents fraud

Failure States
• Referral code generation fails → Retry → Manual code
• Bonus not credited → Manual verification → Contact support
• Self-referral attempt → Block → Fraud prevention",CE-009,"action:TAV-CUS-LOY-009,customer,loyalty",Low
CS-089,Story,TAV-CUS-LOY-010 Customer views points expiration warnings,"Implements Action Story TAV-CUS-LOY-010.

Trigger
Customer has loyalty points approaching expiration

Immediate UI Reaction
Expiration warnings sent via notification

System Action
System checks points expiration policy: Points expire 12 months after earning
Identifies expiring points: 500 points earned Jan 2024 expiring Jan 2025
Sends expiration warnings:
• 30 days before: 500 points expiring soon! Use them by Jan 31
• 7 days before: Last chance! 500 points expire in 7 days
Customer opens loyalty dashboard
Displays expiration warning banner: 500 points expiring on Jan 31, 2025. Order now to use them!
Shows expiring points highlighted in recent activity
Points breakdown displayed:
• Available: 5000 points
• Expiring soon: 500 points on Jan 31
Customer can use expiring points: Place order and redeem points
System auto-prioritizes expiring points when redeeming
Points used: Expiration avoided
Points not used: Points expire on expiration date
System deducts expired points
Sends expiration notification: 500 points have expired
Expired points removed from balance
Customer sees updated balance

Effects on Other Actors
System:
• Manages point expiration
• Sends timely warnings

Failure States
• Warning not sent → Manual notification → Customer service follow-up
• Expiration date error → Manual correction → Extend grace period",CE-009,"action:TAV-CUS-LOY-010,customer,loyalty",Low
